score,mean_epochs,std_score,nasa_score,mae,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name
0.3253644108772278,11.0,0.0,0.05481414496898651,0.5299339890480042,1701555197,False,1,773c07f5,2023-12-02_23-13-17,369.52623772621155,369.52623772621155,6871,gpu22,150.214.140.128,369.52623772621155,1,
0.3321979492902756,10.5,0.0068335384130477905,0.05651399306952953,0.5461849570274353,1701555540,False,2,773c07f5,2023-12-02_23-19-00,343.5960817337036,713.1223194599152,6871,gpu22,150.214.140.128,713.1223194599152,2,
0.333739976088206,10.666666666666666,0.005990591911723257,0.05689337228735288,0.5498114029566447,1701555889,False,3,773c07f5,2023-12-02_23-24-49,348.3609480857849,1061.4832675457,6871,gpu22,150.214.140.128,1061.4832675457,3,
0.33427833765745163,10.5,0.005271137745053246,0.057014934718608856,0.5509682595729828,1701556228,False,4,773c07f5,2023-12-02_23-30-28,339.09180521965027,1400.5750727653503,6871,gpu22,150.214.140.128,1400.5750727653503,4,
0.33530583381652834,10.2,0.0051430446167158046,0.05727599337697029,0.5534661412239075,1701556526,False,5,773c07f5,2023-12-02_23-35-26,298.4747657775879,1699.0498385429382,6871,gpu22,150.214.140.128,1699.0498385429382,5,
0.33530583381652834,10.2,0.0051430446167158046,0.05727599337697029,0.5534661412239075,1701556526,False,6,773c07f5,2023-12-02_23-35-26,0.0004818439483642578,1699.0503203868866,6871,gpu22,150.214.140.128,1699.0503203868866,6,
