score,mean_epochs,std_score,nasa_score,mae,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name
0.3226644992828369,20.0,0.0,0.054289545863866806,0.5249869227409363,1701706271,False,1,30a37d9a,2023-12-04_17-11-11,1032.4917089939117,1032.4917089939117,25122,gpus1,150.214.140.147,1032.4917089939117,1,
