score,mean_epochs,std_score,nasa_score,mae,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name
0.14959260821342468,20.0,0.0,0.020759811624884605,0.23808453977108002,1699845877,False,1,4233297a,2023-11-13_04-24-37,367.7348442077637,367.7348442077637,27184,gpu22,150.214.140.128,367.7348442077637,1,
0.14526399224996567,29.5,0.004328615963459015,0.020437337458133698,0.23047003149986267,1699846556,False,2,4233297a,2023-11-13_04-35-56,678.2865030765533,1046.021347284317,27184,gpu22,150.214.140.128,1046.021347284317,2,
0.14423278967539468,28.0,0.00382335388618576,0.02035706366101901,0.2286314070224762,1699847009,False,3,4233297a,2023-11-13_04-43-29,453.2979085445404,1499.3192558288574,27184,gpu22,150.214.140.128,1499.3192558288574,3,
0.14410969987511635,28.0,0.003317978224921994,0.020372997969388962,0.2283620871603489,1699847513,False,4,4233297a,2023-11-13_04-51-53,504.30487847328186,2003.6241343021393,27184,gpu22,150.214.140.128,2003.6241343021393,4,
0.14353133141994476,29.6,0.003185156806280574,0.020343996956944464,0.2274332344532013,1699848154,False,5,4233297a,2023-11-13_05-02-34,640.9682445526123,2644.5923788547516,27184,gpu22,150.214.140.128,2644.5923788547516,5,
0.14353133141994476,29.6,0.003185156806280574,0.020343996956944464,0.2274332344532013,1699848154,False,6,4233297a,2023-11-13_05-02-34,0.0005314350128173828,2644.5929102897644,27184,gpu22,150.214.140.128,2644.5929102897644,6,
